,SPY,QQQ,EFA,EEM,IWM
2015-05-13,94.10039104049987,115.71569891880131,111.22853902918648,103.86112874347766,98.6018362029617
2015-05-14,92.82895773934314,116.02503071723011,111.46193975636223,102.66091306501434,98.142614880915
2015-05-15,93.11816950678879,117.20762955422974,110.8056885546103,103.94410098498419,97.77055982372609
2015-05-18,93.37742918666882,117.40530275954653,110.56831740379647,103.66461037530956,98.55508072324368
2015-05-19,93.41158459046085,117.469091742827,109.02576908262711,104.28596088943496,97.0749596678636
2015-05-20,93.2341792016597,117.11632124226846,108.83318268554262,103.4260741595374,95.99270097087482
2015-05-21,92.0168637753147,118.88364494093719,108.66853076165768,103.59766260874703,97.01864394058144
2015-05-22,91.6803337774279,118.0020081493358,109.25780776842964,103.93765622994214,95.97508478137956
2015-05-25,91.41254583894661,119.74808083189747,109.5230055998665,102.51259442566136,94.3558933353146
2015-05-26,90.74858476963804,120.35169885321726,108.31756463722775,103.13433790258304,96.05178791302691
2015-05-27,90.6390923906637,118.79859144616827,109.46163325189926,104.47873016800744,94.81724595314978
2015-05-28,91.01391966605446,119.24900675415877,109.71390261061855,104.33948011703804,95.01230637157566
2015-05-29,92.6649341778894,116.92055959322991,109.95440676885069,105.71361448925553,95.10449244463533
2015-06-01,92.84721218159878,117.64873563729117,109.97977272639517,105.55768958088538,92.60890482281766
2015-06-02,93.10264254634858,118.67017508868574,109.47662761693466,106.43859800975564,92.40438286039596
2015-06-03,93.0667060933165,118.0436229863886,109.73668923434145,104.24106082036695,92.82524483685539
2015-06-04,91.40888806071705,118.21890316597849,110.26467070389647,106.6566141169891,93.16548363807506
2015-06-05,91.41500585132351,120.43935118451768,108.47957914365223,108.19761154299906,93.99045731527119
2015-06-08,91.49605277805534,119.90202344296632,107.96176802720692,107.94096703557503,93.67615431175032
2015-06-09,93.65471096152334,118.74037956065442,107.73595928329101,105.96380916626383,94.33657068131578
2015-06-10,93.51421204195648,120.44048810651051,108.03094518975863,106.28584087300568,93.75205306971478
2015-06-11,93.81035423974701,122.71225660406768,109.28336840431858,104.86943817016648,92.532319731415
2015-06-12,93.80936594052275,122.75549808820799,108.5211382265386,105.34354567879183,91.4270285541624
2015-06-15,92.80321272798795,123.96769483977268,108.04496517637563,105.78666180241567,90.1929296202103
2015-06-16,93.83482445948908,125.57843390735621,107.55600424974499,104.87922767878648,91.08197494888626
2015-06-17,94.53131903926032,124.73726482295938,106.77554954056316,106.02341842367827,89.80738161200804
2015-06-18,95.26790798872304,124.20485514326501,106.4591582437278,106.86412324972281,90.06844124975329
2015-06-19,94.47952380495755,125.68887105255155,107.26833904879791,107.8834065247983,89.87071515991579
2015-06-22,95.76185853879849,127.72997645276946,106.23423481045509,107.92668478941594,89.81207653750938
2015-06-23,94.52377385388941,128.4498861674552,106.69740825302031,106.51737977105921,90.99780594060924
2015-06-24,95.07794203357955,127.42280037744764,105.01542986443499,107.53541800578842,90.64971304338383
2015-06-25,97.07603545541834,129.8557378004996,104.49175097637797,107.29482801851917,91.2023637205028
2015-06-26,96.19825179147193,129.24544919642423,104.19960030327925,105.91987401727134,91.26368824688734
2015-06-29,95.7140330565469,128.87719090656256,105.88173578262128,107.30668626199578,91.1615657018885
2015-06-30,95.83454441421786,129.33499475299334,105.6404125244138,109.46945217436799,93.17168969085631
2015-07-01,95.40904503246954,131.2753942190099,103.47665016142071,109.46153776660049,91.93232555655435
2015-07-02,94.04136287443909,132.3763713892015,101.55506139941654,111.72949737034222,93.08135194929193
2015-07-03,94.13214283897621,132.93732563822985,101.61995606713197,111.86137207590163,93.68823485769681
2015-07-06,93.21714393318777,133.5614830585429,102.24157039590669,111.49474530297363,93.29346777098625
2015-07-07,93.66388599124801,133.65880066815154,102.63675294967037,110.86593588739859,94.7593948580047
2015-07-08,92.8798928441702,134.40613821457262,102.83184991741435,112.61611378439633,93.13469397681754
2015-07-09,94.26965132154017,131.23621840553594,103.9938273243649,111.82169646731512,92.70508494513867
2015-07-10,93.60188398562002,130.91006795977734,103.49661230055747,112.6340925258151,91.67590802618315
2015-07-13,93.34675005776563,131.25013805276956,104.40464709765448,112.07473570841427,92.06198122451352
2015-07-14,94.09394182938009,129.86432028329682,102.8277578507885,111.62284703914045,91.12294838601504
2015-07-15,93.02944631521169,130.37960535473383,101.981126231257,112.74492509184793,91.52475775857911
2015-07-16,93.25892713684978,130.16909299480062,100.27217996658251,112.37584890388601,91.3925778659783
2015-07-17,94.44040568134214,132.36962058130075,100.04360114325645,111.98169100840514,91.00763153375391
2015-07-20,93.03590416239797,134.3791369759301,100.03162921586812,113.21589257726039,91.37073665841599
2015-07-21,93.22775222517052,133.83033411325522,100.17123516586699,114.96071318870908,91.16782276997982
2015-07-22,93.48628414671866,133.6820739132681,100.26160995865514,115.69752012297533,90.25895505923008
2015-07-23,94.20659522382608,133.6311038127596,99.41469063160162,115.01842976703361,92.6768071600851
2015-07-24,93.13540733139202,133.10321811328043,99.26754230581624,114.50000300137081,92.27960948272684
2015-07-27,92.00291040648382,133.39075742823837,97.89446564910484,114.62281439712403,90.37523740895007
2015-07-28,92.48586538163354,132.47734664297963,99.1865515341766,115.00679674027454,89.68480454283252
2015-07-29,92.77476363703494,131.10410628447661,98.93347343770452,113.96978101348543,88.63933273843804
2015-07-30,93.02380777388449,131.91715211075325,98.50785379042301,114.78461100155319,89.35942118262521
2015-07-31,93.3578644714304,132.7437391493451,100.01813041479497,114.91379939754867,89.65938219661892
2015-08-03,92.78761882782403,131.77701836828132,98.87585674412632,113.087306673373,90.02563558768635
2015-08-04,93.02070610244697,132.9337272415333,97.85562221521012,112.13058015493576,89.7394509935108
2015-08-05,93.3078363615176,132.18260006820796,96.87306877512198,111.63203549732998,89.53106240126762
2015-08-06,92.7076312674829,132.5407682489044,96.84169507964961,111.59062223009629,89.24568131976042
2015-08-07,94.37148964218316,133.61023740537928,97.26741076963782,113.61816434987013,89.20554368512708
2015-08-10,94.82397833999437,133.61021755555328,97.97811811309518,113.90993211727516,89.93797644908975
2015-08-11,93.78667042736464,134.22674293819762,100.3903914746764,113.04113112185263,90.25213649868145
2015-08-12,94.39828226511038,133.61435474713838,98.28844973493754,113.3126814049985,90.70728545709298
2015-08-13,93.55885349043089,133.4087256758072,98.88500862739764,112.97167185561239,91.16425500136576
2015-08-14,94.28437533773814,133.1915724955178,98.39583153388747,113.35420944063226,91.95507353579254
2015-08-17,95.3465038646263,132.29425528219195,97.88184693562286,114.01203898010274,92.23463739933754
2015-08-18,94.6373872509956,132.11527458032938,97.33969545484906,115.3509525767768,92.57666703622576
2015-08-19,95.5289196180791,130.22396420919208,96.53473453254074,115.36110051961927,93.64598525547558
2015-08-20,95.93184851235978,129.66094007136198,98.1019492898033,117.18428830410174,93.08723403602576
2015-08-21,96.70747656888703,129.3530783118843,98.913882416293,118.22693175887564,92.36408148200317
2015-08-24,98.47146632824389,129.08102151911308,98.9669637315671,117.47415545953986,91.35838021562517
2015-08-25,98.27440134697642,128.8274449433026,100.26178407099468,119.96444704103214,91.54528488838382
2015-08-26,97.6056757897908,128.79315667967293,98.86066624316635,120.3731980673217,89.97082839132025
2015-08-27,96.81627417250006,129.4175145853342,97.6489783841068,119.46152462694504,90.39228828430552
2015-08-28,96.10068356847705,130.52802944646825,95.670375691707,121.36526594143078,90.32771949606969
2015-08-31,96.06117827299428,129.76806341395414,95.06847644052905,123.7865774021181,91.32482892031389
2015-09-01,96.40133508170129,128.333903227223,95.2439127436815,123.78724596197443,90.77399759944318
2015-09-02,96.68397826478162,127.11101795128769,95.3667185801503,123.23743410071988,90.62842180563354
2015-09-03,97.47036777982046,126.56619793902428,95.53157032294092,123.07582916471607,91.61820063873432
2015-09-04,97.51328560541664,126.18550155194504,94.28815304428491,123.94610331710369,92.84468100434556
2015-09-07,98.88354876517009,125.30746262729721,95.03364791699327,125.4820521982811,92.2774579900444
2015-09-08,98.66765515669647,123.81258332046743,95.2789989024488,126.19831114333103,92.4652547526384
2015-09-09,101.23505098284546,123.31826450512717,95.9692163772556,126.35967515520605,92.75184694109662
2015-09-10,101.86569079002894,123.56882017971446,94.28328089626554,128.18839546909254,93.10877025131393
2015-09-11,101.07298041012575,124.30281406336022,94.59071720458716,127.85016186319412,92.90731579109612
2015-09-14,100.08231130338146,123.68755336365858,93.55912349363406,129.1361724323141,94.06172591953015
2015-09-15,100.57035229807025,123.24413320190844,93.23757093485688,128.82566744008125,92.4120187695494
2015-09-16,100.38992259625662,122.20407403537739,93.7379521768847,129.3912436111843,92.07362015461338
2015-09-17,101.09909014343057,122.20656554192473,93.84839554348996,129.29347493325722,92.4925558538264
2015-09-18,101.58326739030753,121.26564382343174,93.1230566690356,129.26628539440165,92.92152048342433
2015-09-21,101.54560963783332,121.96086086479889,93.1581394835939,128.8463629501394,94.1387767603083
2015-09-22,100.76533436984032,119.94150709868742,91.83956165051794,130.52460440822585,95.2345169185698
2015-09-23,99.35497231627136,119.57200081819207,92.86692174490558,129.66209263051692,95.00779644390005
2015-09-24,98.96731808721995,119.95016607190803,92.71626454210778,128.7963288522895,96.20490314010587
2015-09-25,99.79960040408388,120.19660767279075,93.72564461671314,131.4184888939014,95.58634409801488
2015-09-28,100.03317698232073,123.29338150628428,93.28908963974676,132.67448841824037,96.45747208921004
2015-09-29,98.88743051352766,123.74004382055743,92.85717349257007,129.72649501975013,98.13827148198699
2015-09-30,99.08064332673774,122.6053520923293,92.21614085891655,129.07478378212974,99.29606785240857
2015-10-01,99.47284090799299,122.53367798083295,93.00887929080854,126.90578148513923,99.42683049654548
2015-10-02,98.6736554700127,120.51597840791517,92.4149214234545,125.80605121743982,99.14668999297565
2015-10-05,98.84831040905323,120.46245295626237,93.00714531740238,122.11506324379444,97.7461071880716
2015-10-06,98.93405944093281,119.5524579609913,92.70055887425278,121.99576054894283,98.06395642353046
2015-10-07,97.89697387890489,120.62449506070452,90.9991663867205,120.71811412136282,97.06170827242269
2015-10-08,98.25901970760864,120.03642565513537,90.53766401569654,120.82476999819593,96.36510048703994
2015-10-09,98.8108793093457,119.94209216377276,89.55767845054417,119.00774763854811,95.31144159611887
2015-10-12,99.8534657640732,119.25986192767513,89.61479931804317,119.13876370702867,94.92706596237377
2015-10-13,100.87945550645601,121.25723339258094,88.63523468882076,118.70949125423374,94.93211363243248
2015-10-14,99.59825700521995,120.92765641378634,89.43889945496525,120.43191633298123,95.2076897005183
2015-10-15,98.7472742232576,123.06003384983069,89.39032289263208,122.07623701074321,94.69768171649586
2015-10-16,99.25918860003232,124.0458027265976,89.26869268967715,123.02089696047722,95.68454913966178
2015-10-19,99.77258503732554,124.65022368193435,89.85028344233231,122.6802828742024,95.52667973328761
2015-10-20,100.28982642194919,125.12410158344281,90.69716951061528,125.02072108501781,94.84597409090634
2015-10-21,103.97270463007106,125.62941464516753,90.70873747787545,123.22575562385651,95.07888936551113
2015-10-22,104.56658305617302,123.38098312048551,90.07652501227354,121.6306078133199,96.87315071820886
2015-10-23,105.72178730092344,123.09501807325634,88.59521863383281,121.57292868622385,97.21069842980282
2015-10-26,106.70837558377507,124.11713170846544,88.04902020231286,124.20086351508388,96.90825620524394
2015-10-27,107.39904864921056,124.09918751918765,87.56346091774081,124.00282987833471,95.54032902648446
2015-10-28,107.11320027843836,122.49082039124113,87.67983785021106,123.82748436160472,95.37258015378582
2015-10-29,107.91537589331526,122.46905191106433,87.42171970437815,122.17967340796352,95.61457114179102
2015-10-30,107.1615814290085,124.4799623794322,88.01774489486489,123.3105262821868,95.29475619060179
2015-11-02,106.95580277556506,125.98610514130344,87.53587527705687,124.46028957745752,93.82541155168047
2015-11-03,106.49923047337711,125.95228763591402,87.51648362558403,125.42778414437193,93.10111435612131
2015-11-04,106.61543159376437,127.12462771573453,88.52336865212197,124.7218620026285,94.4102609720215
2015-11-05,108.98111372388304,126.72473107479672,88.83739689170427,123.92859467065212,95.71949490344032
2015-11-06,107.09284839252824,124.72468370669878,88.81520165628585,122.45367133642546,94.94794864788831
2015-11-09,107.82129497511926,123.67476102495674,88.3382302712204,122.58959258078423,95.58167060652724
2015-11-10,106.21246407394803,125.54044068595947,87.83770462518302,121.37700628627364,94.54757196550743
2015-11-11,105.77254514839483,125.25527168920301,87.15959056855357,120.0651539036397,95.8321900058235
2015-11-12,106.89448260315133,125.00697789857682,86.74169745692211,119.62258886618974,96.08468111496865
2015-11-13,106.99334390189381,124.69249230289098,87.38860240585645,119.10765775206409,96.97737785131163
2015-11-16,105.93771861767596,126.97559436540016,87.23312176054708,118.5399955432827,95.43653838113536
2015-11-17,105.25531821616516,128.9667402999979,86.14822991321641,119.1000907957074,96.07792241171119
2015-11-18,105.96463964132809,131.71153464383914,87.61491125442701,119.22685996043609,96.10145643281915
2015-11-19,105.26698374896614,131.55540699641557,87.9076192843859,118.9400766506449,96.90557896671585
2015-11-20,105.51570876090663,131.96465602506734,86.76685044206849,119.18351962449665,97.77406115075703
2015-11-23,105.59464229060565,130.11537397213212,86.43213693866127,118.10471932114774,97.86587756505358
2015-11-24,104.97801348245675,131.97253397836312,86.55013738928372,118.25970221635231,97.34133151990105
2015-11-25,107.13802300693509,130.5581817912869,87.97166641332024,118.46553560667729,98.0893896004433
2015-11-26,107.81378880675312,130.8670559278723,87.07847088743944,116.82064193677594,98.06477443358358
2015-11-27,105.78491243985239,129.55170146821058,87.90921501888582,117.95682570913112,97.28716173321652
2015-11-30,106.00486973760164,128.87196854140052,89.0996257040207,117.01183756264635,96.47217151479992
2015-12-01,105.37564242843627,127.89332434616894,88.59863949070422,117.14883592411785,95.15624947371943
2015-12-02,106.25786819456549,127.19932132563024,88.39443762104636,118.47497446073582,94.72763357158674
2015-12-03,105.49587636435456,126.59171937362484,87.55692316159973,119.548865218694,95.74471666793747
2015-12-04,105.41499297677916,125.97607943086109,87.41638845491441,119.62560128559112,95.93599488658388
2015-12-07,105.95146480141644,127.00804091046291,87.41391610599658,119.2538248587054,95.4862110646806
2015-12-08,106.85184860932253,125.72240052200519,87.98652681273833,120.35938011842104,96.24271337468183
2015-12-09,105.6738844827272,126.02430789626406,88.9208316190298,121.16491278530516,95.5162055833519
2015-12-10,105.37342411805375,127.51468302451087,88.32049302336378,120.49541122453353,95.63258594028338
2015-12-11,104.9339799493455,126.9368133204454,86.70669971971921,119.62861800786271,95.50062376271082
2015-12-14,104.3194948882429,126.11600998394208,86.71681978082391,117.32403781541933,96.23402583817712
2015-12-15,106.0928673458277,125.8813342402308,86.98487268004584,117.53204446643186,94.83036144412515
2015-12-16,106.53253505051923,127.3245405416834,87.2174907527672,117.47751430814142,94.09863584187183
2015-12-17,105.29710140677237,127.5984926633604,86.97595833268966,118.77604727483342,92.67186470073939
2015-12-18,106.24376873129806,126.99851906980687,87.10609670679275,119.21673159634834,92.47396410637621
2015-12-21,108.40794915110574,127.6194992713821,88.38107454804044,120.75757699580387,93.56186243011773
2015-12-22,109.49997928378374,126.33076930379583,88.72792688533761,120.00018399299783,93.14471060827849
2015-12-23,107.96268318939998,127.18422240094395,88.4430623551348,121.32882243840642,92.7248096587823
2015-12-24,107.50296495755967,127.71565359302959,88.05312000720137,120.76096354790123,93.51802236305373
2015-12-25,108.82403077753816,127.38473513816535,87.93975217837848,121.68660266863951,94.49194753223279
2015-12-28,108.13088834548788,126.41579198228771,89.32772280862045,120.04790871233982,94.44286297179316
2015-12-29,108.6186840539366,125.3967685844745,89.20136261821074,120.3527439726052,95.08388517219466
2015-12-30,109.44821190781171,126.07027577399916,89.21299637968309,118.13391139968559,94.14647182561094
2015-12-31,108.5243366367253,127.57432372954378,88.83473554558043,117.87321919461216,95.40220630632913
2016-01-01,108.49774801923266,126.84657193642046,89.78543395480777,118.4011043225209,97.36947863773885
2016-01-04,105.20922063602902,127.43625723627355,91.4766487025062,117.85584003084473,97.87993682605858
2016-01-05,104.22424212188626,124.96359989408437,91.89518669921483,116.7234525631126,95.98325638404951
2016-01-06,104.00859336960389,124.31295716767032,91.99623379569107,117.69371957179699,95.50743668131756
2016-01-07,102.81530459775774,124.31593831515353,92.05741362983574,117.61602157318126,96.09080711764865
2016-01-08,104.43385368695802,123.28682114007098,90.01262320503403,117.10926736068508,95.73861704634949
2016-01-11,103.05573353710517,122.23497581353193,90.67497876703004,117.192806034108,96.91989819004571
2016-01-12,102.6599408563188,121.5024871964542,90.81871799336197,120.14977294755722,97.48930492573723
2016-01-13,102.81935559116637,121.87652313604987,91.21513372838763,121.49749748465398,96.86945762127127
2016-01-14,104.25226801029046,121.69948133443877,90.63088022658036,122.87075319230951,96.92974279017297
2016-01-15,102.87090860003502,119.16425758883618,90.33041024428763,123.41543754445028,96.14185230924282
2016-01-18,104.03420623488111,116.81418678401853,90.00825945797295,123.64876655781669,96.00650336574657
2016-01-19,104.0772923816746,116.18141874780096,90.90572192446831,120.88850702187403,95.5338678400064
2016-01-20,103.1450799125261,116.7207552062684,90.60923439112881,120.15129253029141,96.62466551203225
2016-01-21,103.62820401157207,113.72756580412235,92.42112465285635,119.64382861369054,98.58729555937437
2016-01-22,103.8560200107946,113.22664750913391,92.8267357838337,117.56219296404397,97.28535190317128
2016-01-25,103.29996905601315,112.69956449752037,91.73726479348065,116.31378934907734,95.5483000134129
2016-01-26,103.40089602067629,114.2137980138789,91.65495922198839,114.17365226345795,95.3572797265639
2016-01-27,103.05725235090448,113.83453352731516,91.11966760819732,114.16855259548055,94.01939616890064
2016-01-28,103.20051207321106,114.28262792178809,89.25923133673062,115.08807428509822,94.09029797516673
2016-01-29,103.87895297270906,114.47144737448144,90.63659411405116,116.32820542781445,94.78602435242969
2016-02-01,105.46870717909971,112.20325281164511,91.2675637393919,116.82106535986907,96.15433399611194
2016-02-02,104.26860019662787,113.05334237906688,91.75637418218706,115.79470124537434,96.36784085086101
2016-02-03,106.40326322121389,113.31933043742559,91.92891084955303,113.71747869415938,96.22254850255713
2016-02-04,104.47438107833942,113.89954212737973,90.75760982582078,111.86577281099855,94.4543129162621
2016-02-05,104.35770680390691,118.16131212146463,90.3716819572006,110.55993031352986,94.50766890330141
2016-02-08,104.97096856118439,115.87187101273307,91.11919502891023,109.66644307077004,94.60133182619015
2016-02-09,105.2830035720521,117.79700240956052,90.24302608096723,109.53571835623184,95.20252657322195
2016-02-10,104.69694604021656,117.51444704686438,88.11279333004994,108.52081616676097,94.59540835318798
2016-02-11,104.52428924911648,117.87080529073309,87.95167999093309,108.90286168623237,94.23657009784098
2016-02-12,104.07055342313623,117.85753421938112,87.8617913807671,108.69841638542204,92.95039656929508
2016-02-15,103.5240255405224,117.42249893255152,88.0022309156222,108.74375535654634,90.96746515783693
2016-02-16,104.38797965766571,116.82752444463078,88.63596265246503,109.949921005819,90.04352201815547
2016-02-17,104.77326938217469,117.22836262590444,89.19811576515445,108.75864865070636,88.73602489563446
2016-02-18,104.12054030281213,115.58499874689755,89.44453493862052,109.2234664422822,89.04652045037379
2016-02-19,105.03866274714701,116.44145663377547,90.4833589813822,109.24371928208225,88.63882573611313
